,source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
8587,S0116,UACMe,software,uses,T1548.002,Bypass User Account Control,technique,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.
10415,S0333,UBoatRAT,software,uses,T1197,BITS Jobs,technique,UBoatRAT takes advantage of the /SetNotifyCmdLine option in BITSAdmin to ensure it stays running on a system to maintain persistence.
15865,S0333,UBoatRAT,software,uses,T1102.002,Bidirectional Communication,technique,UBoatRAT has used GitHub and a public blog service in Hong Kong for C2 communications.
5219,S0333,UBoatRAT,software,uses,T1105,Ingress Tool Transfer,technique,UBoatRAT can upload and download files to the victim’s machine.
3055,S0333,UBoatRAT,software,uses,T1027,Obfuscated Files or Information,technique,UBoatRAT encrypts instructions in the payload using a simple XOR cipher.
10030,S0333,UBoatRAT,software,uses,T1057,Process Discovery,technique,UBoatRAT can list running processes on the system.
3463,S0333,UBoatRAT,software,uses,T1497.001,System Checks,technique,"UBoatRAT checks for virtualization software such as VMWare, VirtualBox, or QEmu on the compromised machine."
15926,S0333,UBoatRAT,software,uses,T1071.001,Web Protocols,technique,UBoatRAT has used HTTP for C2 communications.
622,S0333,UBoatRAT,software,uses,T1059.003,Windows Command Shell,technique,UBoatRAT can start a command shell.
4996,S0275,UPPERCUT,software,uses,T1083,File and Directory Discovery,technique,UPPERCUT has the capability to gather the victim's current directory.
122,S0275,UPPERCUT,software,uses,T1105,Ingress Tool Transfer,technique,UPPERCUT can download and upload files to and from the victim’s machine.
14927,S0275,UPPERCUT,software,uses,T1113,Screen Capture,technique,UPPERCUT can capture desktop screenshots in the PNG format and send them to the C2 server.
7230,S0275,UPPERCUT,software,uses,T1573.001,Symmetric Cryptography,technique,Some versions of UPPERCUT have used the hard-coded string “this is the encrypt key” for Blowfish encryption when communicating with a C2. Later versions have hard-coded keys uniquely for each C2 address.
6641,S0275,UPPERCUT,software,uses,T1082,System Information Discovery,technique,UPPERCUT has the capability to gather the system’s hostname and OS version.
5068,S0275,UPPERCUT,software,uses,T1016,System Network Configuration Discovery,technique,UPPERCUT has the capability to gather the victim's proxy information.
7301,S0275,UPPERCUT,software,uses,T1033,System Owner/User Discovery,technique,UPPERCUT has the capability to collect the current logged on user’s username from a machine.
8354,S0275,UPPERCUT,software,uses,T1124,System Time Discovery,technique,UPPERCUT has the capability to obtain the time zone information and current timestamp of the victim’s machine.
6470,S0275,UPPERCUT,software,uses,T1071.001,Web Protocols,technique,"UPPERCUT has used HTTP for C2, including sending error codes in Cookie headers."
7282,S0275,UPPERCUT,software,uses,T1059.003,Windows Command Shell,technique,UPPERCUT uses cmd.exe to execute commands on the victim’s machine.
11695,S0136,USBStealer,software,uses,T1119,Automated Collection,technique,"For all non-removable drives on a victim, USBStealer executes automated collection of certain files for later exfiltration."
5959,S0136,USBStealer,software,uses,T1020,Automated Exfiltration,technique,USBStealer automatically exfiltrates collected files via removable media when an infected device connects to an air-gapped victim machine after initially being connected to an internet-enabled victim machine. 
12460,S0136,USBStealer,software,uses,T1092,Communication Through Removable Media,technique,"USBStealer drops commands for a second victim onto a removable media drive inserted into the first victim, and commands are executed when the drive is inserted into the second victim."
13928,S0136,USBStealer,software,uses,T1025,Data from Removable Media,technique,"Once a removable media device is inserted back into the first victim, USBStealer collects data from it that was exfiltrated from a second victim."
7594,S0136,USBStealer,software,uses,T1052.001,Exfiltration over USB,technique,USBStealer exfiltrates collected files via removable media from air-gapped victims.
11036,S0136,USBStealer,software,uses,T1070.004,File Deletion,technique,USBStealer has several commands to delete files associated with the malware from the victim.
12131,S0136,USBStealer,software,uses,T1083,File and Directory Discovery,technique,"USBStealer searches victim drives for files matching certain extensions (“.skr”,“.pkr” or “.key”) or names."
6998,S0136,USBStealer,software,uses,T1074.001,Local Data Staging,technique,USBStealer collects files matching certain criteria from the victim and stores them in a local directory for later exfiltration.
13451,S0136,USBStealer,software,uses,T1036.005,Match Legitimate Name or Location,technique,USBStealer mimics a legitimate Russian program called USB Disk Security.
14786,S0136,USBStealer,software,uses,T1027,Obfuscated Files or Information,technique,Most strings in USBStealer are encrypted using 3DES and XOR and reversed.
12036,S0136,USBStealer,software,uses,T1120,Peripheral Device Discovery,technique,"USBStealer monitors victims for insertion of removable drives. When dropped onto a second victim, it also enumerates drives connected to the system."
8024,S0136,USBStealer,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,"USBStealer registers itself under a Registry Run key with the name ""USB Disk Security."""
6013,S0136,USBStealer,software,uses,T1091,Replication Through Removable Media,technique,USBStealer drops itself onto removable media and relies on Autorun to execute the malicious file when a user opens the removable media on another system.
10035,S0136,USBStealer,software,uses,T1070.006,Timestomp,technique,USBStealer sets the timestamps of its dropper files to the last-access and last-write timestamps of a standard Windows library chosen on the system.
11486,S0452,USBferry,software,uses,T1005,Data from Local System,technique,USBferry can collect information from an air-gapped host machine.	
5115,S0452,USBferry,software,uses,T1083,File and Directory Discovery,technique,USBferry can detect the victim's file or folder list.	
11142,S0452,USBferry,software,uses,T1087.001,Local Account,technique,USBferry can use  net user to gather information about local accounts.	
13492,S0452,USBferry,software,uses,T1120,Peripheral Device Discovery,technique,USBferry can check for connected USB devices.
8121,S0452,USBferry,software,uses,T1057,Process Discovery,technique,USBferry can use  tasklist to gather information about the process running on the infected system.	
3044,S0452,USBferry,software,uses,T1018,Remote System Discovery,technique,USBferry can use  net view to gather information about remote systems.
11290,S0452,USBferry,software,uses,T1091,Replication Through Removable Media,technique,USBferry can copy its installer to attached USB storage devices.
3809,S0452,USBferry,software,uses,T1218.011,Rundll32,technique,USBferry can execute rundll32.exe in memory to avoid detection.	
9275,S0452,USBferry,software,uses,T1016,System Network Configuration Discovery,technique,USBferry can detect the infected machine's network topology using  ipconfig and  arp .	
7100,S0452,USBferry,software,uses,T1049,System Network Connections Discovery,technique,USBferry can use  netstat and  nbtstat to detect active network connections.	
3723,S0452,USBferry,software,uses,T1059.003,Windows Command Shell,technique,USBferry can execute various Windows commands.	
3023,S0221,Umbreon,software,uses,T1078.003,Local Accounts,technique,Umbreon creates valid local users to provide access to the system.
10341,S0221,Umbreon,software,uses,T1095,Non-Application Layer Protocol,technique,Umbreon provides access to the system via SSH or any other protocol that uses PAM to authenticate.
12109,S0221,Umbreon,software,uses,T1014,Rootkit,technique,"Umbreon hides from defenders by hooking libc function calls, hiding artifacts that would reveal its presence, such as the user account it creates to provide access and undermining strace, a tool often used to identify malware."
9125,S0221,Umbreon,software,uses,T1205,Traffic Signaling,technique,"Umbreon provides additional access using its backdoor Espeon, providing a reverse shell upon receipt of a special packet."
7063,S0221,Umbreon,software,uses,T1059.003,Windows Command Shell,technique,"Umbreon provides access using both standard facilities like SSH and additional access using its backdoor Espeon, providing a reverse shell upon receipt of a special packet"
143,S0130,Unknown Logger,software,uses,T1555.003,Credentials from Web Browsers,technique,Unknown Logger is capable of stealing usernames and passwords from browsers on the victim machine.
780,S0130,Unknown Logger,software,uses,T1562.001,Disable or Modify Tools,technique,"Unknown Logger has functionality to disable security tools, including Kaspersky, BitDefender, and MalwareBytes."
7500,S0130,Unknown Logger,software,uses,T1105,Ingress Tool Transfer,technique,Unknown Logger is capable of downloading remote files.
11654,S0130,Unknown Logger,software,uses,T1056.001,Keylogging,technique,Unknown Logger is capable of recording keystrokes.
156,S0130,Unknown Logger,software,uses,T1091,Replication Through Removable Media,technique,Unknown Logger is capable of spreading to USB devices.
5232,S0130,Unknown Logger,software,uses,T1082,System Information Discovery,technique,"Unknown Logger can obtain information about the victim computer name, physical memory, country, and date."
7865,S0130,Unknown Logger,software,uses,T1016,System Network Configuration Discovery,technique,Unknown Logger can obtain information about the victim's IP address.
3540,S0130,Unknown Logger,software,uses,T1033,System Owner/User Discovery,technique,Unknown Logger can obtain information about the victim usernames.
6224,S0022,Uroburos,software,uses,T1014,Rootkit,technique,Uroburos is a rootkit used by Turla.
10406,S0022,Uroburos,software,uses,T1027.002,Software Packing,technique,Uroburos uses a custom packer.
3822,S0386,Ursnif,software,uses,T1185,Browser Session Hijacking,technique,Ursnif has injected HTML codes into banking sites to steal sensitive online banking information (ex: usernames and passwords).
2378,S0386,Ursnif,software,uses,T1027.010,Command Obfuscation,technique,Ursnif droppers execute base64 encoded PowerShell commands.
9881,S0386,Ursnif,software,uses,T1559.001,Component Object Model,technique,Ursnif droppers have used COM objects to execute the malware's full executable payload.
13405,S0386,Ursnif,software,uses,T1056.004,Credential API Hooking,technique,"Ursnif has hooked APIs to perform a wide variety of information theft, such as monitoring traffic from browsers."
1866,S0386,Ursnif,software,uses,T1132,Data Encoding,technique,Ursnif has used encoded data in HTTP URLs for C2.	
9719,S0386,Ursnif,software,uses,T1005,Data from Local System,technique,"Ursnif has collected files from victim machines, including certificates and cookies."
